match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,0.1,Italy,Turkey,AS Withanage,M Rathnayake,B Taylan,0,0,,,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,0.2,Italy,Turkey,AS Withanage,M Rathnayake,B Taylan,2,0,,,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,0.3,Italy,Turkey,AS Withanage,M Rathnayake,B Taylan,0,0,,,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,0.4,Italy,Turkey,AS Withanage,M Rathnayake,B Taylan,0,0,,,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,0.5,Italy,Turkey,AS Withanage,M Rathnayake,B Taylan,0,0,,,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,0.6,Italy,Turkey,AS Withanage,M Rathnayake,B Taylan,0,0,,,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,1.1,Italy,Turkey,M Rathnayake,AS Withanage,Rumeysa Alp,0,0,,,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,1.2,Italy,Turkey,M Rathnayake,AS Withanage,Rumeysa Alp,0,0,,,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,1.3,Italy,Turkey,M Rathnayake,AS Withanage,Rumeysa Alp,4,0,,,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,1.4,Italy,Turkey,M Rathnayake,AS Withanage,Rumeysa Alp,0,0,,,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,1.5,Italy,Turkey,M Rathnayake,AS Withanage,Rumeysa Alp,4,0,,,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,1.6,Italy,Turkey,M Rathnayake,AS Withanage,Rumeysa Alp,1,0,,,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,2.1,Italy,Turkey,M Rathnayake,AS Withanage,B Taylan,0,0,,,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,2.2,Italy,Turkey,M Rathnayake,AS Withanage,B Taylan,0,0,,,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,2.3,Italy,Turkey,M Rathnayake,AS Withanage,B Taylan,0,0,,,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,2.4,Italy,Turkey,M Rathnayake,AS Withanage,B Taylan,0,1,1,,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,2.5,Italy,Turkey,M Rathnayake,AS Withanage,B Taylan,4,0,,,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,2.6,Italy,Turkey,M Rathnayake,AS Withanage,B Taylan,0,0,,,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,2.7,Italy,Turkey,M Rathnayake,AS Withanage,B Taylan,1,0,,,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,3.1,Italy,Turkey,M Rathnayake,AS Withanage,Rumeysa Alp,0,0,,,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,3.2,Italy,Turkey,M Rathnayake,AS Withanage,Rumeysa Alp,1,0,,,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,3.3,Italy,Turkey,AS Withanage,M Rathnayake,Rumeysa Alp,4,0,,,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,3.4,Italy,Turkey,AS Withanage,M Rathnayake,Rumeysa Alp,0,0,,,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,3.5,Italy,Turkey,AS Withanage,M Rathnayake,Rumeysa Alp,0,0,,,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,3.6,Italy,Turkey,AS Withanage,M Rathnayake,Rumeysa Alp,4,0,,,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,4.1,Italy,Turkey,M Rathnayake,AS Withanage,G Cengiz,4,0,,,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,4.2,Italy,Turkey,M Rathnayake,AS Withanage,G Cengiz,0,0,,,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,4.3,Italy,Turkey,M Rathnayake,AS Withanage,G Cengiz,1,1,,1,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,4.4,Italy,Turkey,AS Withanage,M Rathnayake,G Cengiz,1,0,,,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,4.5,Italy,Turkey,M Rathnayake,AS Withanage,G Cengiz,0,0,,,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,4.6,Italy,Turkey,M Rathnayake,AS Withanage,G Cengiz,0,0,,,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,4.7,Italy,Turkey,M Rathnayake,AS Withanage,G Cengiz,0,1,,1,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,4.8,Italy,Turkey,M Rathnayake,AS Withanage,G Cengiz,4,0,,,,,,,,,
1378018,2023,2023-06-02,"Grainville, St Saviour, Jersey",1,5.1,Italy,Turkey,AS Withanage,M Rathnayake,K Canavarci,4,0,,,,,,,,,
