version,2.2.0
info,balls_per_over,6
info,team,England
info,team,Pakistan
info,gender,female
info,season,2024
info,date,2024/05/11
info,event,Pakistan Women tour of England
info,match_number,1
info,venue,"Edgbaston, Birmingham"
info,city,Birmingham
info,toss_winner,Pakistan
info,toss_decision,field
info,player_of_match,AE Jones
info,umpire,Kim Cotton
info,umpire,S Redfern
info,reserve_umpire,WRP Fernando
info,tv_umpire,AY Harris
info,match_referee,DA Cosker
info,winner,England
info,winner_runs,53
info,player,England,ME Bouchier
info,player,England,DN Wyatt
info,player,England,A Capsey
info,player,England,HC Knight
info,player,England,FG Kemp
info,player,England,AE Jones
info,player,England,DR Gibson
info,player,England,S Ecclestone
info,player,England,CE Dean
info,player,England,S Glenn
info,player,England,LK Bell
info,player,Pakistan,Gull Feroza
info,player,Pakistan,Sidra Ameen
info,player,Pakistan,Sadaf Shamas
info,player,Pakistan,Muneeba Ali
info,player,Pakistan,Nida Dar
info,player,Pakistan,Natalia Pervaiz
info,player,Pakistan,Fatima Sana
info,player,Pakistan,Rameen Shamim
info,player,Pakistan,Tuba Hassan
info,player,Pakistan,Waheeda Akhtar
info,player,Pakistan,Sadia Iqbal
info,registry,people,A Capsey,910dd54e
info,registry,people,AE Jones,b05e45e4
info,registry,people,AY Harris,90d95b82
info,registry,people,CE Dean,c6625a26
info,registry,people,DA Cosker,aac9f784
info,registry,people,DN Wyatt,a139c379
info,registry,people,DR Gibson,d2763568
info,registry,people,FG Kemp,abc9f8a4
info,registry,people,Fatima Sana,ea9c54de
info,registry,people,Gull Feroza,9ff1e91e
info,registry,people,HC Knight,4ba0289e
info,registry,people,Kim Cotton,67a7c2ee
info,registry,people,LK Bell,38b4583c
info,registry,people,ME Bouchier,c2554b59
info,registry,people,Muneeba Ali,86fdf668
info,registry,people,Natalia Pervaiz,fa8a3eb0
info,registry,people,Nida Dar,ed840f44
info,registry,people,Rameen Shamim,0b78b7c1
info,registry,people,S Ecclestone,cdb82f1c
info,registry,people,S Glenn,b34e0c77
info,registry,people,S Redfern,5b038989
info,registry,people,Sadaf Shamas,f19c8dc0
info,registry,people,Sadia Iqbal,53bb50f0
info,registry,people,Sidra Ameen,72c9ad99
info,registry,people,Tuba Hassan,0d56e9a5
info,registry,people,WRP Fernando,7d98d385
info,registry,people,Waheeda Akhtar,792d0178
