version,2.2.0
info,balls_per_over,6
info,team,Nepal
info,team,Pakistan
info,gender,female
info,season,2024
info,date,2024/07/21
info,event,Women's Asia Cup
info,match_number,6
info,venue,Rangiri Dambulla International Stadium
info,city,Dambulla
info,toss_winner,Pakistan
info,toss_decision,field
info,player_of_match,Gull Feroza
info,umpire,Gayathri Venugopal
info,umpire,H Yerzal
info,reserve_umpire,LDVV Silva
info,tv_umpire,VG Rathi
info,match_referee,GS Lakshmi
info,winner,Pakistan
info,winner_wickets,9
info,player,Nepal,Samjhana Khadka
info,player,Nepal,SR Magar
info,player,Nepal,K Kunwar
info,player,Nepal,I Barma
info,player,Nepal,RC Belbashi
info,player,Nepal,Puja Mahato
info,player,Nepal,K Joshi
info,player,Nepal,B Rawal
info,player,Nepal,K Shrestha
info,player,Nepal,Roma Thapa
info,player,Nepal,K Marasini
info,player,Pakistan,Gull Feroza
info,player,Pakistan,Muneeba Ali
info,player,Pakistan,Tuba Hassan
info,player,Pakistan,Sidra Ameen
info,player,Pakistan,Umaima Sohail
info,player,Pakistan,Aliya Riaz
info,player,Pakistan,Nida Dar
info,player,Pakistan,Fatima Sana
info,player,Pakistan,Syeda Aroob Shah
info,player,Pakistan,Nashra Sandhu
info,player,Pakistan,Sadia Iqbal
info,registry,people,Aliya Riaz,2904b4b6
info,registry,people,B Rawal,4d1cc284
info,registry,people,Fatima Sana,ea9c54de
info,registry,people,GS Lakshmi,ba8d5615
info,registry,people,Gayathri Venugopal,20e3ae99
info,registry,people,Gull Feroza,9ff1e91e
info,registry,people,H Yerzal,86197ea5
info,registry,people,I Barma,521abce2
info,registry,people,K Joshi,0cd297b9
info,registry,people,K Kunwar,97e6e41a
info,registry,people,K Marasini,ac5003f9
info,registry,people,K Shrestha,119de50f
info,registry,people,LDVV Silva,6e226c31
info,registry,people,Muneeba Ali,86fdf668
info,registry,people,Nashra Sandhu,c981d3c2
info,registry,people,Nida Dar,ed840f44
info,registry,people,Puja Mahato,4b95058b
info,registry,people,RC Belbashi,dfdaca74
info,registry,people,Roma Thapa,05d9faac
info,registry,people,SR Magar,61c22ad0
info,registry,people,Sadia Iqbal,53bb50f0
info,registry,people,Samjhana Khadka,765a2354
info,registry,people,Sidra Ameen,72c9ad99
info,registry,people,Syeda Aroob Shah,4cf8708b
info,registry,people,Tuba Hassan,0d56e9a5
info,registry,people,Umaima Sohail,821d7d46
info,registry,people,VG Rathi,144e5b16
