version,2.2.0
info,balls_per_over,6
info,team,Bangladesh
info,team,Ireland
info,gender,male
info,season,2022/23
info,date,2023/03/31
info,event,Ireland tour of Bangladesh
info,match_number,3
info,venue,"Zahur Ahmed Chowdhury Stadium, Chattogram"
info,city,Chattogram
info,toss_winner,Bangladesh
info,toss_decision,bat
info,player_of_match,PR Stirling
info,umpire,Gazi Sohel
info,umpire,Sharfuddoula
info,reserve_umpire,Masudur Rahman
info,tv_umpire,Tanvir Ahmed
info,match_referee,DC Boon
info,winner,Ireland
info,winner_wickets,7
info,player,Bangladesh,Liton Das
info,player,Bangladesh,Rony Talukdar
info,player,Bangladesh,Nazmul Hossain Shanto
info,player,Bangladesh,Shakib Al Hasan
info,player,Bangladesh,Towhid Hridoy
info,player,Bangladesh,Shamim Hossain
info,player,Bangladesh,Rishad Hossain
info,player,Bangladesh,Taskin Ahmed
info,player,Bangladesh,Nasum Ahmed
info,player,Bangladesh,Shoriful Islam
info,player,Bangladesh,Hasan Mahmud
info,player,Ireland,PR Stirling
info,player,Ireland,GR Adair
info,player,Ireland,L Tucker
info,player,Ireland,HT Tector
info,player,Ireland,C Campher
info,player,Ireland,GH Dockrell
info,player,Ireland,GJ Delany
info,player,Ireland,MR Adair
info,player,Ireland,F Hand
info,player,Ireland,MJ Humphreys
info,player,Ireland,B White
info,registry,people,B White,1a448be0
info,registry,people,C Campher,478a63e7
info,registry,people,DC Boon,e79a1fe3
info,registry,people,F Hand,e3fe4b49
info,registry,people,GH Dockrell,99cddc5e
info,registry,people,GJ Delany,33b3d2df
info,registry,people,GR Adair,4ec96094
info,registry,people,Gazi Sohel,f0df3ed7
info,registry,people,HT Tector,59ea70a4
info,registry,people,Hasan Mahmud,80ad39ac
info,registry,people,L Tucker,3979b5e0
info,registry,people,Liton Das,0404d43c
info,registry,people,MJ Humphreys,2c54c49b
info,registry,people,MR Adair,fc55ec67
info,registry,people,Masudur Rahman,9581ac6b
info,registry,people,Nasum Ahmed,37654b75
info,registry,people,Nazmul Hossain Shanto,1274d7ab
info,registry,people,PR Stirling,cf494ffe
info,registry,people,Rishad Hossain,5935d694
info,registry,people,Rony Talukdar,8bd614b2
info,registry,people,Shakib Al Hasan,7dc35884
info,registry,people,Shamim Hossain,711249d1
info,registry,people,Sharfuddoula,63896abb
info,registry,people,Shoriful Islam,bb34fd31
info,registry,people,Tanvir Ahmed,ea2df1f1
info,registry,people,Taskin Ahmed,ef18b66e
info,registry,people,Towhid Hridoy,9e52a414
