match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1438091,2024,2024-06-14,"Scott Page Field, Vinor",1,0.1,Croatia,Czech Republic,E Vukusic,H Leko,T Kolcunova,0,0,,,,,,,,,
1438091,2024,2024-06-14,"Scott Page Field, Vinor",1,0.2,Croatia,Czech Republic,E Vukusic,H Leko,T Kolcunova,0,1,1,,,,,,,,
1438091,2024,2024-06-14,"Scott Page Field, Vinor",1,0.3,Croatia,Czech Republic,E Vukusic,H Leko,T Kolcunova,1,0,,,,,,,,,
1438091,2024,2024-06-14,"Scott Page Field, Vinor",1,0.4,Croatia,Czech Republic,H Leko,E Vukusic,T Kolcunova,0,1,1,,,,,,,,
1438091,2024,2024-06-14,"Scott Page Field, Vinor",1,0.5,Croatia,Czech Republic,H Leko,E Vukusic,T Kolcunova,0,0,,,,,,,,,
1438091,2024,2024-06-14,"Scott Page Field, Vinor",1,0.6,Croatia,Czech Republic,H Leko,E Vukusic,T Kolcunova,0,0,,,,,,,,,
1438091,2024,2024-06-14,"Scott Page Field, Vinor",1,0.7,Croatia,Czech Republic,H Leko,E Vukusic,T Kolcunova,0,1,1,,,,,,,,
1438091,2024,2024-06-14,"Scott Page Field, Vinor",1,0.8,Croatia,Czech Republic,H Leko,E Vukusic,T Kolcunova,0,0,,,,,,,,,
1438091,2024,2024-06-14,"Scott Page Field, Vinor",1,0.9,Croatia,Czech Republic,H Leko,E Vukusic,T Kolcunova,0,0,,,,,,,,,
1438091,2024,2024-06-14,"Scott Page Field, Vinor",1,1.1,Croatia,Czech Republic,E Vukusic,H Leko,M Ulmanova,0,1,,1,,,,,,,
1438091,2024,2024-06-14,"Scott Page Field, Vinor",1,1.2,Croatia,Czech Republic,E Vukusic,H Leko,M Ulmanova,0,0,,,,,,,,,
1438091,2024,2024-06-14,"Scott Page Field, Vinor",1,1.3,Croatia,Czech Republic,E Vukusic,H Leko,M Ulmanova,0,1,1,,,,,,,,
1438091,2024,2024-06-14,"Scott Page Field, Vinor",1,1.4,Croatia,Czech Republic,E Vukusic,H Leko,M Ulmanova,0,0,,,,,,,,,
1438091,2024,2024-06-14,"Scott Page Field, Vinor",1,1.5,Croatia,Czech Republic,E Vukusic,H Leko,M Ulmanova,0,1,1,,,,,,,,
