version,2.2.0
info,balls_per_over,6
info,team,United Arab Emirates
info,team,Hong Kong
info,gender,male
info,season,2023/24
info,date,2023/11/02
info,event,ICC Men's T20 World Cup Asia Qualifier Final
info,match_number,10
info,venue,Mulpani Cricket Ground
info,city,Kathmandu
info,toss_winner,Hong Kong
info,toss_decision,field
info,player_of_match,Basil Hameed
info,umpire,Sarika Prasad
info,umpire,V Kalidas
info,reserve_umpire,BB Pradhan
info,match_referee,Ali Naqvi
info,winner,United Arab Emirates
info,winner_runs,22
info,player,United Arab Emirates,Waseem Muhammad
info,player,United Arab Emirates,Khalid Shah
info,player,United Arab Emirates,V Aravind
info,player,United Arab Emirates,Asif Khan
info,player,United Arab Emirates,A Sharafu
info,player,United Arab Emirates,Basil Hameed
info,player,United Arab Emirates,Ali Naseer
info,player,United Arab Emirates,Aayan Afzal Khan
info,player,United Arab Emirates,Junaid Siddique
info,player,United Arab Emirates,Zahoor Khan
info,player,United Arab Emirates,Nilansh Keswani
info,player,Hong Kong,M Coetzee
info,player,Hong Kong,Nizakat Khan
info,player,Hong Kong,Anshuman Rath
info,player,Hong Kong,Babar Hayat
info,player,Hong Kong,Aizaz Khan
info,player,Hong Kong,Nasrulla Rana
info,player,Hong Kong,Yasim Murtaza
info,player,Hong Kong,Zeeshan Ali
info,player,Hong Kong,Haroon Arshad
info,player,Hong Kong,Ehsan Khan
info,player,Hong Kong,A Shukla
info,registry,people,A Sharafu,06cad4f0
info,registry,people,A Shukla,a1e80d06
info,registry,people,Aayan Afzal Khan,d2d15439
info,registry,people,Aizaz Khan,f6c2659d
info,registry,people,Ali Naqvi,3c89fc88
info,registry,people,Ali Naseer,f5715b48
info,registry,people,Anshuman Rath,552b228c
info,registry,people,Aryansh Sharma,5661ef90
info,registry,people,Asif Khan,074acfb4
info,registry,people,BB Pradhan,8603d942
info,registry,people,Babar Hayat,fbb657bb
info,registry,people,Basil Hameed,adbf0400
info,registry,people,Ehsan Khan,d3851cd8
info,registry,people,Haroon Arshad,be0f9ce9
info,registry,people,Junaid Siddique,84dc72db
info,registry,people,Khalid Shah,9e432a38
info,registry,people,M Coetzee,3f149080
info,registry,people,Nasrulla Rana,9ffb7550
info,registry,people,Nilansh Keswani,424a7994
info,registry,people,Nizakat Khan,e3eb9e46
info,registry,people,Sarika Prasad,8ff397fa
info,registry,people,V Aravind,cddafe26
info,registry,people,V Kalidas,42d76418
info,registry,people,Waseem Muhammad,6f02fe2a
info,registry,people,Yasim Murtaza,c9d05f1a
info,registry,people,Zahoor Khan,f0e293b0
info,registry,people,Zeeshan Ali,987187b9
