version,2.2.0
info,balls_per_over,6
info,team,Sri Lanka
info,team,Bangladesh
info,gender,male
info,season,2024
info,date,2024/06/07
info,event,ICC Men's T20 World Cup
info,match_number,15
info,venue,"Grand Prairie Stadium, Dallas"
info,city,Dallas
info,toss_winner,Bangladesh
info,toss_decision,field
info,player_of_match,Rishad Hossain
info,umpire,MA Gough
info,umpire,PR Reiffel
info,reserve_umpire,RJ Tucker
info,tv_umpire,A Paleker
info,match_referee,JJ Crowe
info,winner,Bangladesh
info,winner_wickets,2
info,player,Sri Lanka,P Nissanka
info,player,Sri Lanka,BKG Mendis
info,player,Sri Lanka,PHKD Mendis
info,player,Sri Lanka,DM de Silva
info,player,Sri Lanka,KIC Asalanka
info,player,Sri Lanka,PWH de Silva
info,player,Sri Lanka,AD Mathews
info,player,Sri Lanka,MD Shanaka
info,player,Sri Lanka,M Theekshana
info,player,Sri Lanka,M Pathirana
info,player,Sri Lanka,N Thushara
info,player,Bangladesh,Tanzid Hasan
info,player,Bangladesh,Soumya Sarkar
info,player,Bangladesh,Liton Das
info,player,Bangladesh,Nazmul Hossain Shanto
info,player,Bangladesh,Towhid Hridoy
info,player,Bangladesh,Shakib Al Hasan
info,player,Bangladesh,Mahmudullah
info,player,Bangladesh,Rishad Hossain
info,player,Bangladesh,Taskin Ahmed
info,player,Bangladesh,Tanzim Hasan Sakib
info,player,Bangladesh,Mustafizur Rahman
info,registry,people,A Paleker,634b11ac
info,registry,people,AD Mathews,896d78ad
info,registry,people,BKG Mendis,5d1e7582
info,registry,people,DM de Silva,7d608e12
info,registry,people,JJ Crowe,2e760301
info,registry,people,KIC Asalanka,732c038e
info,registry,people,Liton Das,0404d43c
info,registry,people,M Pathirana,64839cb3
info,registry,people,M Theekshana,f24c6701
info,registry,people,MA Gough,76752ac8
info,registry,people,MD Shanaka,3ff033bb
info,registry,people,Mahmudullah,bf1d7d3e
info,registry,people,Mustafizur Rahman,0a8fce53
info,registry,people,N Thushara,ee1b6c27
info,registry,people,Nazmul Hossain Shanto,1274d7ab
info,registry,people,P Nissanka,8ee36b18
info,registry,people,PHKD Mendis,08548b13
info,registry,people,PR Reiffel,c9354f29
info,registry,people,PWH de Silva,a97c8ec2
info,registry,people,RJ Tucker,38810cfc
info,registry,people,Rishad Hossain,5935d694
info,registry,people,Shakib Al Hasan,7dc35884
info,registry,people,Soumya Sarkar,4d9f9686
info,registry,people,Tanzid Hasan,80fe764d
info,registry,people,Tanzim Hasan Sakib,0b0cc297
info,registry,people,Taskin Ahmed,ef18b66e
info,registry,people,Towhid Hridoy,9e52a414
