version,2.2.0
info,balls_per_over,6
info,team,Netherlands
info,team,Nepal
info,gender,male
info,season,2023/24
info,date,2024/02/28
info,event,Nepal Tri-Nation T20I Series
info,match_number,2
info,venue,"Tribhuvan University International Cricket Ground, Kirtipur"
info,city,Kirtipur
info,toss_winner,Nepal
info,toss_decision,field
info,player_of_match,SA Engelbrecht
info,umpire,BB Pradhan
info,umpire,DN Subedi
info,reserve_umpire,VK Jha
info,match_referee,V Narayan Kutty
info,winner,Netherlands
info,winner_runs,2
info,player,Netherlands,M Levitt
info,player,Netherlands,MP O'Dowd
info,player,Netherlands,SA Engelbrecht
info,player,Netherlands,SA Edwards
info,player,Netherlands,AT Nidamanuru
info,player,Netherlands,RE van der Merwe
info,player,Netherlands,NRJ Croes
info,player,Netherlands,W Barresi
info,player,Netherlands,VJ Kingma
info,player,Netherlands,A Dutt
info,player,Netherlands,T van der Gugten
info,player,Nepal,K Bhurtel
info,player,Nepal,Aasif Sheikh
info,player,Nepal,RK Paudel
info,player,Nepal,Kushal Malla
info,player,Nepal,DS Airee
info,player,Nepal,S Jora
info,player,Nepal,Sompal Kami
info,player,Nepal,Karan KC
info,player,Nepal,Gulsan Jha
info,player,Nepal,Pratis GC
info,player,Nepal,LN Rajbanshi
info,registry,people,A Dutt,803dbf1d
info,registry,people,AT Nidamanuru,a319edf8
info,registry,people,Aasif Sheikh,dcbea954
info,registry,people,BB Pradhan,8603d942
info,registry,people,DN Subedi,fb0a571f
info,registry,people,DS Airee,1747ea18
info,registry,people,Gulsan Jha,9811e35e
info,registry,people,K Bhurtel,e3386c8a
info,registry,people,Karan KC,f53b3e1d
info,registry,people,Kushal Malla,7e9f1cde
info,registry,people,LN Rajbanshi,6ad2d5f7
info,registry,people,M Levitt,6a71ba3a
info,registry,people,MP O'Dowd,b699df47
info,registry,people,NRJ Croes,f427e63e
info,registry,people,Pratis GC,c1077ba3
info,registry,people,RE van der Merwe,05c2ca46
info,registry,people,RK Paudel,1a3cc554
info,registry,people,S Jora,156378d8
info,registry,people,SA Edwards,b59db04f
info,registry,people,SA Engelbrecht,81a0e294
info,registry,people,Sompal Kami,1adb8ee8
info,registry,people,T van der Gugten,d99cc23a
info,registry,people,V Narayan Kutty,4bacee3d
info,registry,people,VJ Kingma,3a7ea906
info,registry,people,VK Jha,5d46eb72
info,registry,people,W Barresi,0d677597
