version,2.2.0
info,balls_per_over,6
info,team,Oman
info,team,Namibia
info,gender,male
info,season,2024
info,date,2024/06/02
info,event,ICC Men's T20 World Cup
info,match_number,3
info,venue,"Kensington Oval, Bridgetown, Barbados"
info,city,Bridgetown
info,toss_winner,Namibia
info,toss_decision,field
info,player_of_match,D Wiese
info,umpire,J Madanagopal
info,umpire,JS Wilson
info,reserve_umpire,Asif Yaqoob
info,tv_umpire,Nitin Menon
info,match_referee,RS Madugalle
info,outcome,tie
info,eliminator,Namibia
info,player,Oman,KH Prajapati
info,player,Oman,Naseem Khushi
info,player,Oman,Aqib Ilyas
info,player,Oman,Zeeshan Maqsood
info,player,Oman,Khalid Kail
info,player,Oman,Ayan Khan
info,player,Oman,Mohammad Nadeem
info,player,Oman,Mehran Khan
info,player,Oman,Shakeel Ahmed
info,player,Oman,Kaleemullah
info,player,Oman,Bilal Khan
info,player,Namibia,M van Lingen
info,player,Namibia,N Davin
info,player,Namibia,JN Frylinck
info,player,Namibia,MG Erasmus
info,player,Namibia,JJ Smit
info,player,Namibia,D Wiese
info,player,Namibia,ZE Green
info,player,Namibia,MB Kruger
info,player,Namibia,R Trumpelmann
info,player,Namibia,BM Scholtz
info,player,Namibia,T Lungameni
info,registry,people,Aqib Ilyas,b3b39bed
info,registry,people,Asif Yaqoob,6b35790c
info,registry,people,Ayan Khan,44d6a8b8
info,registry,people,BM Scholtz,e85d03d6
info,registry,people,Bilal Khan,dcdb87f2
info,registry,people,D Wiese,aa8d28ae
info,registry,people,J Madanagopal,8275b04a
info,registry,people,JJ Smit,bb134e5c
info,registry,people,JN Frylinck,3c87f0c3
info,registry,people,JS Wilson,d7f3b72f
info,registry,people,KH Prajapati,c4e73ff1
info,registry,people,Kaleemullah,72253b87
info,registry,people,Khalid Kail,3ee90b67
info,registry,people,M van Lingen,7eb36269
info,registry,people,MB Kruger,c51add25
info,registry,people,MG Erasmus,95a5e066
info,registry,people,Mehran Khan,d7bfcc0b
info,registry,people,Mohammad Nadeem,c5d7b244
info,registry,people,N Davin,72e361fe
info,registry,people,Naseem Khushi,c63671e9
info,registry,people,Nitin Menon,e1d41d9e
info,registry,people,R Trumpelmann,ff6a7ab5
info,registry,people,RS Madugalle,766b5798
info,registry,people,Shakeel Ahmed,e29e9c12
info,registry,people,T Lungameni,1688f2dc
info,registry,people,ZE Green,8716233e
info,registry,people,Zeeshan Maqsood,34464143
