version,2.2.0
info,balls_per_over,6
info,team,Namibia
info,team,Oman
info,gender,male
info,season,2024
info,date,2024/04/05
info,event,Namibia tour of Oman
info,match_number,4
info,venue,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)
info,city,Al Amarat
info,toss_winner,Oman
info,toss_decision,field
info,player_of_match,D Wiese
info,umpire,Harikrishna Pillai
info,umpire,Rahul Asher
info,reserve_umpire,P Balasubramanian
info,tv_umpire,Vinod Babu
info,match_referee,WC Labrooy
info,winner,Namibia
info,winner_runs,24
info,player,Namibia,JP Kotze
info,player,Namibia,MB Kruger
info,player,Namibia,MG Erasmus
info,player,Namibia,D Wiese
info,player,Namibia,ZE Green
info,player,Namibia,JN Frylinck
info,player,Namibia,R Trumpelmann
info,player,Namibia,DO Leicher
info,player,Namibia,BM Scholtz
info,player,Namibia,JT Brassell
info,player,Namibia,T Lungameni
info,player,Oman,Naseem Khushi
info,player,Oman,Jatinder Singh
info,player,Oman,Aqib Ilyas
info,player,Oman,Ayan Khan
info,player,Oman,Khalid Kail
info,player,Oman,Mohammad Nadeem
info,player,Oman,Rafiullah
info,player,Oman,Sandeep Goud
info,player,Oman,S Shrivastava
info,player,Oman,Kaleemullah
info,player,Oman,Bilal Khan
info,registry,people,Aqib Ilyas,b3b39bed
info,registry,people,Ayan Khan,44d6a8b8
info,registry,people,BM Scholtz,e85d03d6
info,registry,people,Bilal Khan,dcdb87f2
info,registry,people,D Wiese,aa8d28ae
info,registry,people,DO Leicher,e28bb0b9
info,registry,people,Harikrishna Pillai,ed918c90
info,registry,people,JN Frylinck,3c87f0c3
info,registry,people,JP Kotze,9f308dfc
info,registry,people,JT Brassell,537021f5
info,registry,people,Jatinder Singh,b80dd12c
info,registry,people,Kaleemullah,72253b87
info,registry,people,Khalid Kail,3ee90b67
info,registry,people,MB Kruger,c51add25
info,registry,people,MG Erasmus,95a5e066
info,registry,people,Mohammad Nadeem,c5d7b244
info,registry,people,Naseem Khushi,c63671e9
info,registry,people,P Balasubramanian,188dc81a
info,registry,people,R Trumpelmann,ff6a7ab5
info,registry,people,Rafiullah,369cc49c
info,registry,people,Rahul Asher,4956b0bf
info,registry,people,S Shrivastava,ac166f77
info,registry,people,Sandeep Goud,4e1c9f6e
info,registry,people,T Lungameni,1688f2dc
info,registry,people,Vinod Babu,37e6187d
info,registry,people,WC Labrooy,29d4e29b
info,registry,people,ZE Green,8716233e
