version,2.2.0
info,balls_per_over,6
info,team,Bangladesh
info,team,Zimbabwe
info,gender,male
info,season,2024
info,date,2024/05/07
info,event,Zimbabwe tour of Bangladesh
info,match_number,3
info,venue,"Zahur Ahmed Chowdhury Stadium, Chattogram"
info,city,Chattogram
info,toss_winner,Zimbabwe
info,toss_decision,field
info,player_of_match,Towhid Hridoy
info,umpire,Morshed Ali Khan
info,umpire,Sharfuddoula
info,reserve_umpire,Tanvir Ahmed
info,tv_umpire,Masudur Rahman
info,match_referee,RS Madugalle
info,winner,Bangladesh
info,winner_runs,9
info,player,Bangladesh,Liton Das
info,player,Bangladesh,Tanzid Hasan
info,player,Bangladesh,Nazmul Hossain Shanto
info,player,Bangladesh,Towhid Hridoy
info,player,Bangladesh,Jaker Ali
info,player,Bangladesh,Mahmudullah
info,player,Bangladesh,Rishad Hossain
info,player,Bangladesh,Tanvir Islam
info,player,Bangladesh,Taskin Ahmed
info,player,Bangladesh,Tanzim Hasan Sakib
info,player,Bangladesh,Mohammad Saifuddin
info,player,Zimbabwe,J Gumbie
info,player,Zimbabwe,T Marumani
info,player,Zimbabwe,BJ Bennett
info,player,Zimbabwe,CR Ervine
info,player,Zimbabwe,Sikandar Raza
info,player,Zimbabwe,C Madande
info,player,Zimbabwe,J Campbell
info,player,Zimbabwe,LM Jongwe
info,player,Zimbabwe,WP Masakadza
info,player,Zimbabwe,M Faraz Akram
info,player,Zimbabwe,B Muzarabani
info,registry,people,B Muzarabani,449f4e3c
info,registry,people,BJ Bennett,eaa36b2a
info,registry,people,C Madande,3560a786
info,registry,people,CR Ervine,c96311d4
info,registry,people,J Campbell,0e63259d
info,registry,people,J Gumbie,c8d74c21
info,registry,people,Jaker Ali,cd56a813
info,registry,people,LM Jongwe,b8704508
info,registry,people,Liton Das,0404d43c
info,registry,people,M Faraz Akram,38214163
info,registry,people,Mahmudullah,bf1d7d3e
info,registry,people,Masudur Rahman,9581ac6b
info,registry,people,Mohammad Saifuddin,b3a28446
info,registry,people,Morshed Ali Khan,a7c3cf5f
info,registry,people,Nazmul Hossain Shanto,1274d7ab
info,registry,people,RS Madugalle,766b5798
info,registry,people,Rishad Hossain,5935d694
info,registry,people,Sharfuddoula,63896abb
info,registry,people,Sikandar Raza,26d041c4
info,registry,people,T Marumani,3d5d51a5
info,registry,people,Tanvir Ahmed,ea2df1f1
info,registry,people,Tanvir Islam,aa467af0
info,registry,people,Tanzid Hasan,80fe764d
info,registry,people,Tanzim Hasan Sakib,0b0cc297
info,registry,people,Taskin Ahmed,ef18b66e
info,registry,people,Towhid Hridoy,9e52a414
info,registry,people,WP Masakadza,4bc0a378
