version,2.2.0
info,balls_per_over,6
info,team,Hong Kong
info,team,Malaysia
info,gender,male
info,season,2024/25
info,date,2025/03/12
info,event,Malaysia Tri-Nation T20I Series
info,match_number,3
info,venue,"Bayuemas Oval, Kuala Lumpur"
info,city,Kuala Lumpur
info,toss_winner,Hong Kong
info,toss_decision,bat
info,player_of_match,Anshuman Rath
info,umpire,D Sevakumaran
info,umpire,V Kalidas
info,reserve_umpire,Rudy Ismandy
info,match_referee,Edwin Seah
info,winner,Hong Kong
info,winner_runs,42
info,player,Hong Kong,Zeeshan Ali
info,player,Hong Kong,Anshuman Rath
info,player,Hong Kong,Nizakat Khan
info,player,Hong Kong,Babar Hayat
info,player,Hong Kong,Nasrulla Rana
info,player,Hong Kong,Ehsan Khan
info,player,Hong Kong,Shahid Wasif
info,player,Hong Kong,A Shukla
info,player,Hong Kong,Anas Khan
info,player,Hong Kong,Yasim Murtaza
info,player,Hong Kong,Ateeq Iqbal
info,player,Malaysia,Syed Aziz
info,player,Malaysia,Muhammad Amir
info,player,Malaysia,Virandeep Singh
info,player,Malaysia,Ahmed Aqeel
info,player,Malaysia,S Muniandy
info,player,Malaysia,Ahmed Faiz
info,player,Malaysia,S Vijay Unni
info,player,Malaysia,Khizar Hayat
info,player,Malaysia,Ainool Hafizs
info,player,Malaysia,Muhammad Wafiq
info,player,Malaysia,Pavandeep Singh
info,registry,people,A Shukla,a1e80d06
info,registry,people,Ahmed Aqeel,92f0e10e
info,registry,people,Ahmed Faiz,f6b4f746
info,registry,people,Ainool Hafizs,1bada9da
info,registry,people,Anas Khan,66a7f213
info,registry,people,Anshuman Rath,552b228c
info,registry,people,Ateeq Iqbal,29b322c7
info,registry,people,Babar Hayat,fbb657bb
info,registry,people,D Sevakumaran,b235cb97
info,registry,people,Edwin Seah,be24f868
info,registry,people,Ehsan Khan,d3851cd8
info,registry,people,Khizar Hayat,78bbeba1
info,registry,people,Muhammad Amir,60bec5c3
info,registry,people,Muhammad Wafiq,f104c434
info,registry,people,Nasrulla Rana,9ffb7550
info,registry,people,Nizakat Khan,e3eb9e46
info,registry,people,Pavandeep Singh,78fcc740
info,registry,people,Rudy Ismandy,84682045
info,registry,people,S Muniandy,57fcfd3b
info,registry,people,S Vijay Unni,f737ab44
info,registry,people,Shahid Wasif,2cc08c3c
info,registry,people,Syed Aziz,6667067e
info,registry,people,V Kalidas,42d76418
info,registry,people,Virandeep Singh,415d30b6
info,registry,people,Yasim Murtaza,c9d05f1a
info,registry,people,Zeeshan Ali,987187b9
