version,2.2.0
info,balls_per_over,6
info,team,Scotland
info,team,Ireland
info,gender,male
info,season,2023
info,date,2023/07/28
info,event,ICC Men's T20 World Cup Europe Region Qualifier
info,match_number,21
info,venue,"Grange Cricket Club Ground, Raeburn Place, Edinburgh"
info,city,Edinburgh
info,toss_winner,Ireland
info,toss_decision,field
info,player_of_match,BJ Currie
info,umpire,DA Haggo
info,umpire,R Black
info,reserve_umpire,M Jameson
info,match_referee,Phil Whitticase
info,winner,Scotland
info,winner_runs,8
info,player,Scotland,HG Munsey
info,player,Scotland,OJ Hairs
info,player,Scotland,BJ McMullen
info,player,Scotland,RD Berrington
info,player,Scotland,MH Cross
info,player,Scotland,MA Leask
info,player,Scotland,CN Greaves
info,player,Scotland,MRJ Watt
info,player,Scotland,SM Sharif
info,player,Scotland,GT Main
info,player,Scotland,BJ Currie
info,player,Ireland,A Balbirnie
info,player,Ireland,PR Stirling
info,player,Ireland,L Tucker
info,player,Ireland,HT Tector
info,player,Ireland,C Campher
info,player,Ireland,NA Rock
info,player,Ireland,GH Dockrell
info,player,Ireland,MR Adair
info,player,Ireland,BJ McCarthy
info,player,Ireland,J Little
info,player,Ireland,B White
info,registry,people,A Balbirnie,6ef13460
info,registry,people,B White,1a448be0
info,registry,people,BJ Currie,2ecd844a
info,registry,people,BJ McCarthy,3766056b
info,registry,people,BJ McMullen,436c763a
info,registry,people,C Campher,478a63e7
info,registry,people,CN Greaves,f42064d5
info,registry,people,DA Haggo,e6789a88
info,registry,people,GH Dockrell,99cddc5e
info,registry,people,GT Main,4ebc70ca
info,registry,people,HG Munsey,ff014c34
info,registry,people,HT Tector,59ea70a4
info,registry,people,J Little,9061a703
info,registry,people,L Tucker,3979b5e0
info,registry,people,M Jameson,bdf1ffe3
info,registry,people,MA Leask,28131839
info,registry,people,MH Cross,8b261d84
info,registry,people,MR Adair,fc55ec67
info,registry,people,MRJ Watt,1252f71a
info,registry,people,NA Rock,43f4087c
info,registry,people,OJ Hairs,c8a7b014
info,registry,people,PR Stirling,cf494ffe
info,registry,people,Phil Whitticase,99d5f6fa
info,registry,people,R Black,156c8fb1
info,registry,people,RD Berrington,e21bc7f3
info,registry,people,SM Sharif,f43dd8c2
