version,2.2.0
info,balls_per_over,6
info,team,India
info,team,South Africa
info,gender,male
info,season,2024
info,date,2024/06/29
info,event,ICC Men's T20 World Cup
info,venue,"Kensington Oval, Bridgetown, Barbados"
info,city,Bridgetown
info,toss_winner,India
info,toss_decision,bat
info,player_of_match,V Kohli
info,umpire,CB Gaffaney
info,umpire,RK Illingworth
info,reserve_umpire,RJ Tucker
info,tv_umpire,RA Kettleborough
info,match_referee,RB Richardson
info,winner,India
info,winner_runs,7
info,player,India,RG Sharma
info,player,India,V Kohli
info,player,India,RR Pant
info,player,India,SA Yadav
info,player,India,AR Patel
info,player,India,S Dube
info,player,India,HH Pandya
info,player,India,RA Jadeja
info,player,India,Kuldeep Yadav
info,player,India,Arshdeep Singh
info,player,India,JJ Bumrah
info,player,South Africa,RR Hendricks
info,player,South Africa,Q de Kock
info,player,South Africa,AK Markram
info,player,South Africa,T Stubbs
info,player,South Africa,H Klaasen
info,player,South Africa,DA Miller
info,player,South Africa,M Jansen
info,player,South Africa,KA Maharaj
info,player,South Africa,K Rabada
info,player,South Africa,A Nortje
info,player,South Africa,T Shamsi
info,registry,people,A Nortje,acdc62f5
info,registry,people,AK Markram,6a26221c
info,registry,people,AR Patel,2e171977
info,registry,people,Arshdeep Singh,244048f6
info,registry,people,CB Gaffaney,d5ac41d8
info,registry,people,DA Miller,d67d5f00
info,registry,people,H Klaasen,235c2bb6
info,registry,people,HH Pandya,dbe50b21
info,registry,people,JJ Bumrah,462411b3
info,registry,people,K Rabada,e62dd25d
info,registry,people,KA Maharaj,0b60eb09
info,registry,people,Kuldeep Yadav,8d2c70ad
info,registry,people,M Jansen,81c36ee9
info,registry,people,Q de Kock,372455c4
info,registry,people,RA Jadeja,fe93fd9d
info,registry,people,RA Kettleborough,4017868f
info,registry,people,RB Richardson,410e2f12
info,registry,people,RG Sharma,740742ef
info,registry,people,RJ Tucker,38810cfc
info,registry,people,RK Illingworth,20672246
info,registry,people,RR Hendricks,b8cc58c9
info,registry,people,RR Pant,919a3be2
info,registry,people,S Dube,a4e37e47
info,registry,people,SA Yadav,271f83cd
info,registry,people,T Shamsi,a03bba42
info,registry,people,T Stubbs,85b3fab2
info,registry,people,V Kohli,ba607b88
