match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1393590,2023,2023-08-22,"Bayuemas Oval, Kuala Lumpur",1,0.1,Kuwait,Malaysia,Maryam Omar,Zeefa Jilani,Mahirah Izzati Ismail,1,0,,,,,,,,,
1393590,2023,2023-08-22,"Bayuemas Oval, Kuala Lumpur",1,0.2,Kuwait,Malaysia,Zeefa Jilani,Maryam Omar,Mahirah Izzati Ismail,0,0,,,,,,,,,
1393590,2023,2023-08-22,"Bayuemas Oval, Kuala Lumpur",1,0.3,Kuwait,Malaysia,Zeefa Jilani,Maryam Omar,Mahirah Izzati Ismail,0,0,,,,,,,,,
1393590,2023,2023-08-22,"Bayuemas Oval, Kuala Lumpur",1,0.4,Kuwait,Malaysia,Zeefa Jilani,Maryam Omar,Mahirah Izzati Ismail,1,0,,,,,,,,,
1393590,2023,2023-08-22,"Bayuemas Oval, Kuala Lumpur",1,0.5,Kuwait,Malaysia,Maryam Omar,Zeefa Jilani,Mahirah Izzati Ismail,0,0,,,,,,,,,
1393590,2023,2023-08-22,"Bayuemas Oval, Kuala Lumpur",1,0.6,Kuwait,Malaysia,Maryam Omar,Zeefa Jilani,Mahirah Izzati Ismail,0,0,,,,,,,,,
1393590,2023,2023-08-22,"Bayuemas Oval, Kuala Lumpur",1,1.1,Kuwait,Malaysia,Zeefa Jilani,Maryam Omar,Ainna Hamizah Hashim,0,0,,,,,,,,,
1393590,2023,2023-08-22,"Bayuemas Oval, Kuala Lumpur",1,1.2,Kuwait,Malaysia,Zeefa Jilani,Maryam Omar,Ainna Hamizah Hashim,0,0,,,,,,,,,
1393590,2023,2023-08-22,"Bayuemas Oval, Kuala Lumpur",1,1.3,Kuwait,Malaysia,Zeefa Jilani,Maryam Omar,Ainna Hamizah Hashim,0,0,,,,,,,,,
1393590,2023,2023-08-22,"Bayuemas Oval, Kuala Lumpur",1,1.4,Kuwait,Malaysia,Zeefa Jilani,Maryam Omar,Ainna Hamizah Hashim,0,0,,,,,,,,,
1393590,2023,2023-08-22,"Bayuemas Oval, Kuala Lumpur",1,1.5,Kuwait,Malaysia,Zeefa Jilani,Maryam Omar,Ainna Hamizah Hashim,0,0,,,,,,,,,
1393590,2023,2023-08-22,"Bayuemas Oval, Kuala Lumpur",1,1.6,Kuwait,Malaysia,Zeefa Jilani,Maryam Omar,Ainna Hamizah Hashim,0,0,,,,,,,,,
1393590,2023,2023-08-22,"Bayuemas Oval, Kuala Lumpur",1,2.1,Kuwait,Malaysia,Maryam Omar,Zeefa Jilani,Mahirah Izzati Ismail,0,0,,,,,,,,,
