match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1477680,2025,2025-04-10,Udayana Cricket Ground,1,0.1,Indonesia,Philippines,M Corazon,D Wulandari,KK Donovan,0,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,0.2,Indonesia,Philippines,M Corazon,D Wulandari,KK Donovan,0,2,2,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,0.3,Indonesia,Philippines,D Wulandari,M Corazon,KK Donovan,0,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,0.4,Indonesia,Philippines,D Wulandari,M Corazon,KK Donovan,0,1,1,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,0.5,Indonesia,Philippines,D Wulandari,M Corazon,KK Donovan,0,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,0.6,Indonesia,Philippines,D Wulandari,M Corazon,KK Donovan,0,1,,,1,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,0.7,Indonesia,Philippines,M Corazon,D Wulandari,KK Donovan,0,0,,,,,,bowled,M Corazon,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,0.8,Indonesia,Philippines,BD Pare,D Wulandari,KK Donovan,0,1,1,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,0.9,Indonesia,Philippines,BD Pare,D Wulandari,KK Donovan,0,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,1.1,Indonesia,Philippines,D Wulandari,BD Pare,Karri Gullem Keen,1,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,1.2,Indonesia,Philippines,BD Pare,D Wulandari,Karri Gullem Keen,0,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,1.3,Indonesia,Philippines,BD Pare,D Wulandari,Karri Gullem Keen,2,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,1.4,Indonesia,Philippines,BD Pare,D Wulandari,Karri Gullem Keen,1,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,1.5,Indonesia,Philippines,D Wulandari,BD Pare,Karri Gullem Keen,0,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,1.6,Indonesia,Philippines,D Wulandari,BD Pare,Karri Gullem Keen,0,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,2.1,Indonesia,Philippines,BD Pare,D Wulandari,KK Donovan,0,0,,,,,,bowled,BD Pare,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,2.2,Indonesia,Philippines,KS Kasse,D Wulandari,KK Donovan,0,1,1,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,2.3,Indonesia,Philippines,KS Kasse,D Wulandari,KK Donovan,0,0,,,,,,bowled,KS Kasse,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,2.4,Indonesia,Philippines,NPAN Sakarini,D Wulandari,KK Donovan,0,1,1,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,2.5,Indonesia,Philippines,NPAN Sakarini,D Wulandari,KK Donovan,2,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,2.6,Indonesia,Philippines,NPAN Sakarini,D Wulandari,KK Donovan,1,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,2.7,Indonesia,Philippines,D Wulandari,NPAN Sakarini,KK Donovan,0,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,2.8,Indonesia,Philippines,D Wulandari,NPAN Sakarini,KK Donovan,0,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,3.1,Indonesia,Philippines,NPAN Sakarini,D Wulandari,Karri Gullem Keen,1,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,3.2,Indonesia,Philippines,D Wulandari,NPAN Sakarini,Karri Gullem Keen,0,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,3.3,Indonesia,Philippines,D Wulandari,NPAN Sakarini,Karri Gullem Keen,1,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,3.4,Indonesia,Philippines,NPAN Sakarini,D Wulandari,Karri Gullem Keen,0,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,3.5,Indonesia,Philippines,NPAN Sakarini,D Wulandari,Karri Gullem Keen,0,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,3.6,Indonesia,Philippines,NPAN Sakarini,D Wulandari,Karri Gullem Keen,0,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,4.1,Indonesia,Philippines,D Wulandari,NPAN Sakarini,KK Donovan,0,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,4.2,Indonesia,Philippines,D Wulandari,NPAN Sakarini,KK Donovan,1,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,4.3,Indonesia,Philippines,NPAN Sakarini,D Wulandari,KK Donovan,0,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,4.4,Indonesia,Philippines,NPAN Sakarini,D Wulandari,KK Donovan,0,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,4.5,Indonesia,Philippines,NPAN Sakarini,D Wulandari,KK Donovan,0,1,1,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,4.6,Indonesia,Philippines,NPAN Sakarini,D Wulandari,KK Donovan,0,1,1,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,4.7,Indonesia,Philippines,NPAN Sakarini,D Wulandari,KK Donovan,0,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,4.8,Indonesia,Philippines,NPAN Sakarini,D Wulandari,KK Donovan,0,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,5.1,Indonesia,Philippines,D Wulandari,NPAN Sakarini,Karri Gullem Keen,1,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,5.2,Indonesia,Philippines,NPAN Sakarini,D Wulandari,Karri Gullem Keen,4,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,5.3,Indonesia,Philippines,NPAN Sakarini,D Wulandari,Karri Gullem Keen,0,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,5.4,Indonesia,Philippines,NPAN Sakarini,D Wulandari,Karri Gullem Keen,0,1,1,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,5.5,Indonesia,Philippines,NPAN Sakarini,D Wulandari,Karri Gullem Keen,0,0,,,,,,bowled,NPAN Sakarini,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,5.6,Indonesia,Philippines,NLKWR Dewi,D Wulandari,Karri Gullem Keen,1,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,5.7,Indonesia,Philippines,D Wulandari,NLKWR Dewi,Karri Gullem Keen,4,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,6.1,Indonesia,Philippines,NLKWR Dewi,D Wulandari,ABY Smith,0,0,,,,,,,,,
1477680,2025,2025-04-10,Udayana Cricket Ground,1,6.2,Indonesia,Philippines,NLKWR Dewi,D Wulandari,ABY Smith,1,0,,,,,,,,,
