version,2.2.0
info,balls_per_over,6
info,team,Pakistan
info,team,India
info,gender,female
info,season,2022/23
info,date,2023/02/12
info,event,ICC Women's T20 World Cup
info,match_number,4
info,venue,"Newlands, Cape Town"
info,city,Cape Town
info,toss_winner,Pakistan
info,toss_decision,bat
info,player_of_match,JI Rodrigues
info,umpire,JM Williams
info,umpire,Lauren Agenbag
info,reserve_umpire,CA Polosak
info,tv_umpire,AY Harris
info,match_referee,SA Fritz
info,winner,India
info,winner_wickets,7
info,player,Pakistan,Muneeba Ali
info,player,Pakistan,Javeria Khan
info,player,Pakistan,Bismah Maroof
info,player,Pakistan,Nida Dar
info,player,Pakistan,Sidra Ameen
info,player,Pakistan,Ayesha Naseem
info,player,Pakistan,Aliya Riaz
info,player,Pakistan,Fatima Sana
info,player,Pakistan,Aiman Anwer
info,player,Pakistan,Nashra Sandhu
info,player,Pakistan,Sadia Iqbal
info,player,India,YH Bhatia
info,player,India,Shafali Verma
info,player,India,JI Rodrigues
info,player,India,H Kaur
info,player,India,RM Ghosh
info,player,India,H Deol
info,player,India,DB Sharma
info,player,India,P Vastrakar
info,player,India,RP Yadav
info,player,India,RS Gayakwad
info,player,India,Renuka Singh
info,registry,people,AY Harris,90d95b82
info,registry,people,Aiman Anwer,c736a96b
info,registry,people,Aliya Riaz,2904b4b6
info,registry,people,Ayesha Naseem,8c2c0a03
info,registry,people,Bismah Maroof,3b770527
info,registry,people,CA Polosak,26a360d2
info,registry,people,DB Sharma,201fef33
info,registry,people,Fatima Sana,ea9c54de
info,registry,people,H Deol,3664712e
info,registry,people,H Kaur,53cd8da6
info,registry,people,JI Rodrigues,cb08b611
info,registry,people,JM Williams,b61d9d70
info,registry,people,Javeria Khan,d921449d
info,registry,people,Lauren Agenbag,40849abd
info,registry,people,Muneeba Ali,86fdf668
info,registry,people,Nashra Sandhu,c981d3c2
info,registry,people,Nida Dar,ed840f44
info,registry,people,P Vastrakar,8026ea72
info,registry,people,RM Ghosh,721e0199
info,registry,people,RP Yadav,6c3aef71
info,registry,people,RS Gayakwad,237ec05b
info,registry,people,Renuka Singh,7298db76
info,registry,people,SA Fritz,d15e60c8
info,registry,people,Sadia Iqbal,53bb50f0
info,registry,people,Shafali Verma,d8f59089
info,registry,people,Sidra Ameen,72c9ad99
info,registry,people,YH Bhatia,9c3d4e8a
