version,2.2.0
info,balls_per_over,6
info,team,New Zealand
info,team,Pakistan
info,gender,male
info,season,2023
info,date,2023/04/17
info,event,New Zealand tour of Pakistan
info,match_number,3
info,venue,"Gaddafi Stadium, Lahore"
info,city,Lahore
info,toss_winner,New Zealand
info,toss_decision,bat
info,player_of_match,TWM Latham
info,umpire,Ahsan Raza
info,umpire,Faisal Afridi
info,reserve_umpire,Rashid Riaz
info,tv_umpire,Aleem Dar
info,match_referee,Ali Naqvi
info,winner,New Zealand
info,winner_runs,4
info,player,New Zealand,TWM Latham
info,player,New Zealand,CJ Bowes
info,player,New Zealand,WA Young
info,player,New Zealand,DJ Mitchell
info,player,New Zealand,MS Chapman
info,player,New Zealand,JDS Neesham
info,player,New Zealand,R Ravindra
info,player,New Zealand,AF Milne
info,player,New Zealand,MJ Henry
info,player,New Zealand,IS Sodhi
info,player,New Zealand,BG Lister
info,player,Pakistan,Mohammad Rizwan
info,player,Pakistan,Babar Azam
info,player,Pakistan,Fakhar Zaman
info,player,Pakistan,Saim Ayub
info,player,Pakistan,Shadab Khan
info,player,Pakistan,Imad Wasim
info,player,Pakistan,Shaheen Shah Afridi
info,player,Pakistan,Iftikhar Ahmed
info,player,Pakistan,Faheem Ashraf
info,player,Pakistan,Naseem Shah
info,player,Pakistan,Haris Rauf
info,registry,people,AF Milne,350bb1b1
info,registry,people,Ahsan Raza,e0e5b209
info,registry,people,Aleem Dar,f02778d1
info,registry,people,Ali Naqvi,3c89fc88
info,registry,people,BG Lister,79f5bc26
info,registry,people,Babar Azam,8a75e999
info,registry,people,CJ Bowes,45df0e72
info,registry,people,DJ Mitchell,eade4650
info,registry,people,Faheem Ashraf,bd4ea627
info,registry,people,Faisal Afridi,ed0bc503
info,registry,people,Fakhar Zaman,1777c020
info,registry,people,Haris Rauf,24bb1c2f
info,registry,people,IS Sodhi,641ac5ff
info,registry,people,Iftikhar Ahmed,29e253dd
info,registry,people,Imad Wasim,9cb8d7a6
info,registry,people,JDS Neesham,9219eff0
info,registry,people,MJ Henry,e84ac20c
info,registry,people,MS Chapman,7fa12533
info,registry,people,Mohammad Rizwan,2f26ac1a
info,registry,people,Naseem Shah,9c9af282
info,registry,people,R Ravindra,ba5e1069
info,registry,people,Rashid Riaz,fb82725e
info,registry,people,Saim Ayub,33609a8c
info,registry,people,Shadab Khan,9de62878
info,registry,people,Shaheen Shah Afridi,45a7e761
info,registry,people,TWM Latham,e824e6ee
info,registry,people,WA Young,8afe73e2
