version,2.2.0
info,balls_per_over,6
info,team,Sierra Leone
info,team,Tanzania
info,gender,male
info,season,2022/23
info,date,2022/12/01
info,event,ICC Men's T20 World Cup Sub Regional Africa Qualifier
info,match_number,1
info,venue,Gahanga International Cricket Stadium. Rwanda
info,city,Kigali City
info,toss_winner,Tanzania
info,toss_decision,field
info,player_of_match,HA Chohan
info,umpire,Habib Enesi
info,umpire,Lauren Agenbag
info,reserve_umpire,R D'Mello
info,match_referee,SA Fritz
info,winner,Tanzania
info,winner_wickets,9
info,method,D/L
info,player,Sierra Leone,J Bangura
info,player,Sierra Leone,A Gbla
info,player,Sierra Leone,G Ngegba
info,player,Sierra Leone,M Kpaka
info,player,Sierra Leone,L Lamin
info,player,Sierra Leone,Zahid Khan
info,player,Sierra Leone,Mohamed Khan
info,player,Sierra Leone,G Sesay
info,player,Sierra Leone,C Bah
info,player,Sierra Leone,R Coker
info,player,Sierra Leone,S Conteh
info,player,Tanzania,AR Patwa
info,player,Tanzania,II Selemani
info,player,Tanzania,AP Rajeevan
info,player,Tanzania,HA Chohan
info,player,Tanzania,AM Kimote
info,player,Tanzania,Jitin Singh
info,player,Tanzania,K Nassoro
info,player,Tanzania,MO Kitunda
info,player,Tanzania,YM Nkanya
info,player,Tanzania,SA Jumbe
info,player,Tanzania,S Thakor
info,registry,people,A Gbla,34ab1e6e
info,registry,people,AM Kimote,34e36b65
info,registry,people,AP Rajeevan,63d6f031
info,registry,people,AR Patwa,b43f7a6a
info,registry,people,C Bah,7213d757
info,registry,people,G Ngegba,69caf2be
info,registry,people,G Sesay,c556b9d2
info,registry,people,HA Chohan,847b4bdd
info,registry,people,Habib Enesi,fb35ab1f
info,registry,people,II Selemani,b2dadc51
info,registry,people,J Bangura,d7acab5d
info,registry,people,Jitin Singh,b7db83eb
info,registry,people,K Nassoro,29ee9bf9
info,registry,people,L Lamin,5a970aab
info,registry,people,Lauren Agenbag,40849abd
info,registry,people,M Kpaka,c381cec5
info,registry,people,MO Kitunda,badef0dc
info,registry,people,Mohamed Khan,13501ff4
info,registry,people,R Coker,3239c8a9
info,registry,people,R D'Mello,f3c22863
info,registry,people,S Conteh,8f70fff7
info,registry,people,S Thakor,0848ac5f
info,registry,people,SA Fritz,d15e60c8
info,registry,people,SA Jumbe,91056862
info,registry,people,YM Nkanya,9238dd92
info,registry,people,Zahid Khan,bf896894
