match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1443783,2024,2024-08-27,"Guernsey Rovers Athletic Club Ground, Port Soif",1,0.1,Finland,Bulgaria,Ghulam Abbas Butt,VS Padhaal,Danyal Raja,0,2,2,,,,,,,,
1443783,2024,2024-08-27,"Guernsey Rovers Athletic Club Ground, Port Soif",1,0.2,Finland,Bulgaria,VS Padhaal,Ghulam Abbas Butt,Danyal Raja,0,1,1,,,,,,,,
1443783,2024,2024-08-27,"Guernsey Rovers Athletic Club Ground, Port Soif",1,0.3,Finland,Bulgaria,VS Padhaal,Ghulam Abbas Butt,Danyal Raja,2,0,,,,,,,,,
1443783,2024,2024-08-27,"Guernsey Rovers Athletic Club Ground, Port Soif",1,0.4,Finland,Bulgaria,VS Padhaal,Ghulam Abbas Butt,Danyal Raja,0,2,2,,,,,,,,
1443783,2024,2024-08-27,"Guernsey Rovers Athletic Club Ground, Port Soif",1,0.5,Finland,Bulgaria,Ghulam Abbas Butt,VS Padhaal,Danyal Raja,0,0,,,,,,,,,
1443783,2024,2024-08-27,"Guernsey Rovers Athletic Club Ground, Port Soif",1,0.6,Finland,Bulgaria,Ghulam Abbas Butt,VS Padhaal,Danyal Raja,1,0,,,,,,,,,
1443783,2024,2024-08-27,"Guernsey Rovers Athletic Club Ground, Port Soif",1,0.7,Finland,Bulgaria,VS Padhaal,Ghulam Abbas Butt,Danyal Raja,0,0,,,,,,,,,
1443783,2024,2024-08-27,"Guernsey Rovers Athletic Club Ground, Port Soif",1,0.8,Finland,Bulgaria,VS Padhaal,Ghulam Abbas Butt,Danyal Raja,0,0,,,,,,,,,
1443783,2024,2024-08-27,"Guernsey Rovers Athletic Club Ground, Port Soif",1,0.9,Finland,Bulgaria,VS Padhaal,Ghulam Abbas Butt,Danyal Raja,0,0,,,,,,,,,
1443783,2024,2024-08-27,"Guernsey Rovers Athletic Club Ground, Port Soif",1,1.1,Finland,Bulgaria,Ghulam Abbas Butt,VS Padhaal,Ali Rasool,1,0,,,,,,,,,
