version,2.2.0
info,balls_per_over,6
info,team,Thailand
info,team,Hong Kong
info,gender,female
info,season,2024/25
info,date,2024/12/05
info,event,Women's T20 Quadrangular Series (in Hong Kong)
info,match_number,4
info,venue,"Mission Road Ground, Mong Kok, Hong Kong"
info,city,Mong Kok
info,toss_winner,Thailand
info,toss_decision,bat
info,player_of_match,O Kamchomphu
info,umpire,Sun Meng Yao
info,umpire,Tabarak Dar
info,reserve_umpire,John Prakash
info,match_referee,TOW Chu
info,winner,Thailand
info,winner_runs,69
info,player,Thailand,N Boochatham
info,player,Thailand,N Koncharoenkai
info,player,Thailand,A Suwanchonrathi
info,player,Thailand,C Sutthiruang
info,player,Thailand,N Chaiwai
info,player,Thailand,S Khiaoto
info,player,Thailand,O Kamchomphu
info,player,Thailand,S Laomi
info,player,Thailand,T Putthawong
info,player,Thailand,P Maya
info,player,Thailand,S Chaturongrattana
info,player,Hong Kong,NT Miles
info,player,Hong Kong,M Hill
info,player,Hong Kong,Shanzeen Shahzad
info,player,Hong Kong,KY Chan
info,player,Hong Kong,Y Daswani
info,player,Hong Kong,M Bibi
info,player,Hong Kong,Fatima Amir
info,player,Hong Kong,Ruchitha Venkatesh
info,player,Hong Kong,SYD Chan
info,player,Hong Kong,M Wai Siu
info,player,Hong Kong,Chan Ka Man
info,registry,people,A Suwanchonrathi,43a2244f
info,registry,people,C Sutthiruang,f6ddfe08
info,registry,people,Chan Ka Man,c4022bff
info,registry,people,Fatima Amir,ba05b211
info,registry,people,John Prakash,b5f3d429
info,registry,people,KY Chan,6348c6e9
info,registry,people,M Bibi,34f86a2d
info,registry,people,M Hill,bf5e7711
info,registry,people,M Wai Siu,74eecff4
info,registry,people,N Boochatham,58acb320
info,registry,people,N Chaiwai,0825e4b3
info,registry,people,N Koncharoenkai,82c78412
info,registry,people,NT Miles,d27d0835
info,registry,people,O Kamchomphu,519b872a
info,registry,people,P Maya,72eada4c
info,registry,people,Ruchitha Venkatesh,106135f5
info,registry,people,S Chaturongrattana,bd36bc39
info,registry,people,S Khiaoto,3ac854ca
info,registry,people,S Laomi,4b15618c
info,registry,people,SYD Chan,4839b023
info,registry,people,Shanzeen Shahzad,ce291858
info,registry,people,Sun Meng Yao,84a96566
info,registry,people,T Putthawong,23e3f2d6
info,registry,people,TOW Chu,49693035
info,registry,people,Tabarak Dar,2259c12d
info,registry,people,Y Daswani,2038a273
