version,2.2.0
info,balls_per_over,6
info,team,Hong Kong
info,team,Malaysia
info,gender,male
info,season,2024
info,date,2024/08/26
info,event,Malaysia Tri-Nation T20I Series
info,match_number,6
info,venue,"Selangor Turf Club, Kuala Lumpur"
info,city,Kuala Lumpur
info,toss_winner,Malaysia
info,toss_decision,field
info,player_of_match,Ehsan Khan
info,umpire,John Prakash
info,umpire,N Sivan
info,reserve_umpire,Mudassar Rasool
info,match_referee,R Madhavan
info,winner,Hong Kong
info,winner_runs,7
info,player,Hong Kong,M Coetzee
info,player,Hong Kong,Zeeshan Ali
info,player,Hong Kong,Nizakat Khan
info,player,Hong Kong,Babar Hayat
info,player,Hong Kong,Anshuman Rath
info,player,Hong Kong,Yasim Murtaza
info,player,Hong Kong,Rajab Hussain
info,player,Hong Kong,Ehsan Khan
info,player,Hong Kong,A Shukla
info,player,Hong Kong,Ateeq Iqbal
info,player,Hong Kong,A Mehmood
info,player,Malaysia,Syed Aziz
info,player,Malaysia,Zubaidi Zulkifle
info,player,Malaysia,S Muniandy
info,player,Malaysia,Ahmed Aqeel
info,player,Malaysia,Ahmed Faiz
info,player,Malaysia,Muhammad Amir
info,player,Malaysia,Saif Ullah Malik
info,player,Malaysia,S Vijay Unni
info,player,Malaysia,Ainool Hafizs
info,player,Malaysia,Muhammad Wafiq
info,player,Malaysia,Pavandeep Singh
info,registry,people,A Mehmood,7cefb2a2
info,registry,people,A Shukla,a1e80d06
info,registry,people,Ahmed Aqeel,92f0e10e
info,registry,people,Ahmed Faiz,f6b4f746
info,registry,people,Ainool Hafizs,1bada9da
info,registry,people,Anshuman Rath,552b228c
info,registry,people,Ateeq Iqbal,29b322c7
info,registry,people,Babar Hayat,fbb657bb
info,registry,people,Ehsan Khan,d3851cd8
info,registry,people,John Prakash,b5f3d429
info,registry,people,M Coetzee,3f149080
info,registry,people,Mudassar Rasool,d5bf4c14
info,registry,people,Muhammad Amir,60bec5c3
info,registry,people,Muhammad Wafiq,f104c434
info,registry,people,N Sivan,8f4a0102
info,registry,people,Nizakat Khan,e3eb9e46
info,registry,people,Pavandeep Singh,78fcc740
info,registry,people,R Madhavan,d0cff8fd
info,registry,people,Rajab Hussain,b5a62769
info,registry,people,S Muniandy,57fcfd3b
info,registry,people,S Vijay Unni,f737ab44
info,registry,people,Saif Ullah Malik,7e6825be
info,registry,people,Syed Aziz,6667067e
info,registry,people,Yasim Murtaza,c9d05f1a
info,registry,people,Zeeshan Ali,987187b9
info,registry,people,Zubaidi Zulkifle,dca8273d
