version,2.2.0
info,balls_per_over,6
info,team,Netherlands
info,team,Thailand
info,gender,female
info,season,2023
info,date,2023/07/14
info,event,Thailand Women tour of Netherlands
info,match_number,5
info,venue,"Sportpark Maarschalkerweerd, Utrecht"
info,city,Utrecht
info,toss_winner,Thailand
info,toss_decision,field
info,player_of_match,T Putthawong
info,umpire,N Bathi
info,umpire,WPM van Liemt
info,reserve_umpire,J Westerberg
info,match_referee,Adriaan van den Dries
info,winner,Thailand
info,winner_wickets,8
info,player,Netherlands,HDJ Siegers
info,player,Netherlands,SL Kalis
info,player,Netherlands,B de Leede
info,player,Netherlands,R Rijke
info,player,Netherlands,IJR Zwilling
info,player,Netherlands,F Overdijk
info,player,Netherlands,EN Lynch
info,player,Netherlands,P Molkenboer
info,player,Netherlands,M Zwilling
info,player,Netherlands,HWA Landheer
info,player,Netherlands,C de Lange
info,player,Thailand,S Khiaoto
info,player,Thailand,N Chantam
info,player,Thailand,N Chaiwai
info,player,Thailand,N Koncharoenkai
info,player,Thailand,P Maya
info,player,Thailand,S Tippoch
info,player,Thailand,C Sutthiruang
info,player,Thailand,S Chaturongrattana
info,player,Thailand,N Boochatham
info,player,Thailand,O Kamchomphu
info,player,Thailand,T Putthawong
info,registry,people,Adriaan van den Dries,94b5ec3b
info,registry,people,B de Leede,b3020075
info,registry,people,C Sutthiruang,f6ddfe08
info,registry,people,C de Lange,c6a019f5
info,registry,people,EN Lynch,4d35d0b3
info,registry,people,F Overdijk,022745d5
info,registry,people,HDJ Siegers,6d48df01
info,registry,people,HWA Landheer,a6ec88f4
info,registry,people,IJR Zwilling,47b32a5a
info,registry,people,J Westerberg,eaad0353
info,registry,people,M Zwilling,560ef10a
info,registry,people,N Bathi,96a0edf9
info,registry,people,N Boochatham,58acb320
info,registry,people,N Chaiwai,0825e4b3
info,registry,people,N Chantam,b5626ff7
info,registry,people,N Koncharoenkai,82c78412
info,registry,people,O Kamchomphu,519b872a
info,registry,people,P Maya,72eada4c
info,registry,people,P Molkenboer,fa9db243
info,registry,people,R Rijke,42e4b276
info,registry,people,S Chaturongrattana,bd36bc39
info,registry,people,S Khiaoto,3ac854ca
info,registry,people,S Tippoch,9c4b58db
info,registry,people,SL Kalis,2b150c6b
info,registry,people,T Putthawong,23e3f2d6
info,registry,people,WPM van Liemt,2bd48588
