version,2.2.0
info,balls_per_over,6
info,team,Zimbabwe
info,team,Netherlands
info,gender,male
info,season,2022/23
info,date,2022/11/02
info,event,ICC Men's T20 World Cup
info,match_number,34
info,venue,Adelaide Oval
info,city,Adelaide
info,toss_winner,Zimbabwe
info,toss_decision,bat
info,player_of_match,MP O'Dowd
info,umpire,AT Holdstock
info,umpire,RK Illingworth
info,reserve_umpire,M Erasmus
info,tv_umpire,CM Brown
info,match_referee,DC Boon
info,winner,Netherlands
info,winner_wickets,5
info,player,Zimbabwe,W Madhevere
info,player,Zimbabwe,CR Ervine
info,player,Zimbabwe,RW Chakabva
info,player,Zimbabwe,SC Williams
info,player,Zimbabwe,Sikandar Raza
info,player,Zimbabwe,M Shumba
info,player,Zimbabwe,RP Burl
info,player,Zimbabwe,LM Jongwe
info,player,Zimbabwe,R Ngarava
info,player,Zimbabwe,TL Chatara
info,player,Zimbabwe,B Muzarabani
info,player,Netherlands,SJ Myburgh
info,player,Netherlands,MP O'Dowd
info,player,Netherlands,TLW Cooper
info,player,Netherlands,CN Ackermann
info,player,Netherlands,BFW de Leede
info,player,Netherlands,SA Edwards
info,player,Netherlands,RE van der Merwe
info,player,Netherlands,LV van Beek
info,player,Netherlands,FJ Klaassen
info,player,Netherlands,PA van Meekeren
info,player,Netherlands,BD Glover
info,registry,people,AT Holdstock,6fa3258c
info,registry,people,B Muzarabani,449f4e3c
info,registry,people,BD Glover,0dbe27b8
info,registry,people,BFW de Leede,fc4375ef
info,registry,people,CM Brown,448f4f1c
info,registry,people,CN Ackermann,e734d090
info,registry,people,CR Ervine,c96311d4
info,registry,people,DC Boon,e79a1fe3
info,registry,people,FJ Klaassen,c042b412
info,registry,people,LM Jongwe,b8704508
info,registry,people,LV van Beek,782fb776
info,registry,people,M Erasmus,15d3c895
info,registry,people,M Shumba,6766ca00
info,registry,people,MP O'Dowd,b699df47
info,registry,people,PA van Meekeren,4557dc54
info,registry,people,R Ngarava,6e3f5a5c
info,registry,people,RE van der Merwe,05c2ca46
info,registry,people,RK Illingworth,20672246
info,registry,people,RP Burl,b08252b8
info,registry,people,RW Chakabva,2f0d7e4a
info,registry,people,SA Edwards,b59db04f
info,registry,people,SC Williams,afe57f7a
info,registry,people,SJ Myburgh,18261c22
info,registry,people,Sikandar Raza,26d041c4
info,registry,people,TL Chatara,5bbabe59
info,registry,people,TLW Cooper,2318ba22
info,registry,people,W Madhevere,a879b92c
