version,2.2.0
info,balls_per_over,6
info,team,Kuwait
info,team,Nepal
info,gender,male
info,season,2025
info,date,2025/04/13
info,event,Quadrangular Twenty20 Series (Hong Kong)
info,venue,"Mission Road Ground, Mong Kok, Hong Kong"
info,city,Mong Kok
info,toss_winner,Nepal
info,toss_decision,field
info,player_of_match,A Chenthamara
info,umpire,Ramasamy Venkatesh
info,umpire,Tabarak Dar
info,reserve_umpire,John Prakash
info,match_referee,G Sankaranarayanan
info,winner,Kuwait
info,winner_runs,3
info,player,Kuwait,R Sandaruwan
info,player,Kuwait,CV Anto
info,player,Kuwait,Meet Bhavsar
info,player,Kuwait,Usman Patel
info,player,Kuwait,Muhammad Umar
info,player,Kuwait,Bilal Tahir
info,player,Kuwait,MNM Aslam
info,player,Kuwait,Yasin Patel
info,player,Kuwait,NT Rajendran
info,player,Kuwait,Mohamed Shafeeq
info,player,Kuwait,A Chenthamara
info,player,Nepal,K Bhurtel
info,player,Nepal,Aasif Sheikh
info,player,Nepal,RK Paudel
info,player,Nepal,Kushal Malla
info,player,Nepal,DS Airee
info,player,Nepal,Basir Ahamad
info,player,Nepal,Sompal Kami
info,player,Nepal,Gulsan Jha
info,player,Nepal,Karan KC
info,player,Nepal,NK Yadav
info,player,Nepal,LN Rajbanshi
info,registry,people,A Chenthamara,e7e14ecc
info,registry,people,Aasif Sheikh,dcbea954
info,registry,people,Basir Ahamad,218c7eab
info,registry,people,Bilal Tahir,3cf06094
info,registry,people,CV Anto,c01ca5af
info,registry,people,DS Airee,1747ea18
info,registry,people,G Sankaranarayanan,a4a348f9
info,registry,people,Gulsan Jha,9811e35e
info,registry,people,John Prakash,b5f3d429
info,registry,people,K Bhurtel,e3386c8a
info,registry,people,Karan KC,f53b3e1d
info,registry,people,Kushal Malla,7e9f1cde
info,registry,people,LN Rajbanshi,6ad2d5f7
info,registry,people,MNM Aslam,20481563
info,registry,people,Meet Bhavsar,b25a3800
info,registry,people,Mohamed Shafeeq,ff13b10c
info,registry,people,Muhammad Umar,0abc33ff
info,registry,people,NK Yadav,737e595d
info,registry,people,NT Rajendran,e38e240a
info,registry,people,R Sandaruwan,cf6acc0d
info,registry,people,RK Paudel,1a3cc554
info,registry,people,Ramasamy Venkatesh,8ad68ea7
info,registry,people,Sompal Kami,1adb8ee8
info,registry,people,Tabarak Dar,2259c12d
info,registry,people,Usman Patel,415c6ccf
info,registry,people,Yasin Patel,ecdd8d60
