version,2.2.0
info,balls_per_over,6
info,team,England
info,team,Bangladesh
info,gender,male
info,season,2022/23
info,date,2023/03/09
info,event,England tour of Bangladesh
info,match_number,1
info,venue,"Zahur Ahmed Chowdhury Stadium, Chattogram"
info,city,Chattogram
info,toss_winner,Bangladesh
info,toss_decision,field
info,player_of_match,Nazmul Hossain Shanto
info,umpire,Masudur Rahman
info,umpire,Tanvir Ahmed
info,reserve_umpire,Gazi Sohel
info,tv_umpire,Sharfuddoula
info,match_referee,Neeyamur Rashid
info,winner,Bangladesh
info,winner_wickets,6
info,player,England,PD Salt
info,player,England,JC Buttler
info,player,England,DJ Malan
info,player,England,BM Duckett
info,player,England,MM Ali
info,player,England,SM Curran
info,player,England,CR Woakes
info,player,England,CJ Jordan
info,player,England,AU Rashid
info,player,England,JC Archer
info,player,England,MA Wood
info,player,Bangladesh,Liton Das
info,player,Bangladesh,Rony Talukdar
info,player,Bangladesh,Nazmul Hossain Shanto
info,player,Bangladesh,Towhid Hridoy
info,player,Bangladesh,Shakib Al Hasan
info,player,Bangladesh,Afif Hossain
info,player,Bangladesh,Shamim Hossain
info,player,Bangladesh,Taskin Ahmed
info,player,Bangladesh,Nasum Ahmed
info,player,Bangladesh,Hasan Mahmud
info,player,Bangladesh,Mustafizur Rahman
info,registry,people,AU Rashid,249d60c9
info,registry,people,Afif Hossain,37138918
info,registry,people,BM Duckett,5f26f677
info,registry,people,CJ Jordan,ffe699c0
info,registry,people,CR Woakes,4c5d73db
info,registry,people,DJ Malan,ad9c32a2
info,registry,people,Gazi Sohel,f0df3ed7
info,registry,people,Hasan Mahmud,80ad39ac
info,registry,people,JC Archer,5574750c
info,registry,people,JC Buttler,99b75528
info,registry,people,Liton Das,0404d43c
info,registry,people,MA Wood,8d92a2c3
info,registry,people,MM Ali,bb351c23
info,registry,people,Masudur Rahman,9581ac6b
info,registry,people,Mustafizur Rahman,0a8fce53
info,registry,people,Nasum Ahmed,37654b75
info,registry,people,Nazmul Hossain Shanto,1274d7ab
info,registry,people,Neeyamur Rashid,bd81a027
info,registry,people,PD Salt,3d284ca3
info,registry,people,Rony Talukdar,8bd614b2
info,registry,people,SM Curran,e94915e6
info,registry,people,Shakib Al Hasan,7dc35884
info,registry,people,Shamim Hossain,711249d1
info,registry,people,Sharfuddoula,63896abb
info,registry,people,Tanvir Ahmed,ea2df1f1
info,registry,people,Taskin Ahmed,ef18b66e
info,registry,people,Towhid Hridoy,9e52a414
