version,2.2.0
info,balls_per_over,6
info,team,Panama
info,team,Suriname
info,gender,male
info,season,2024/25
info,date,2024/12/06
info,event,ICC Men's T20 World Cup Sub Regional Americas Qualifier
info,match_number,2
info,venue,"St Albans Club, Buenos Aires"
info,city,Buenos Aires
info,toss_winner,Panama
info,toss_decision,bat
info,player_of_match,Irfan Hafejee
info,umpire,C La Borde
info,umpire,H Grewal
info,reserve_umpire,R Shah
info,match_referee,Phil Whitticase
info,winner,Panama
info,winner_runs,10
info,player,Panama,YI Kachhalia
info,player,Panama,Yusuf Ebrahim
info,player,Panama,A Natubhai Ahir
info,player,Panama,Irfan Hafejee
info,player,Panama,RDB Ahir
info,player,Panama,P Suman Bhai Ahir
info,player,Panama,Sohel Ebrahim Desai
info,player,Panama,Breeze Ahir
info,player,Panama,Sanjay Kumar Ahir
info,player,Panama,AM Patel
info,player,Panama,DK Dahyabhai Ahir
info,player,Suriname,V Hirlal
info,player,Suriname,YP Dayal
info,player,Suriname,G Singh
info,player,Suriname,Vishaul Singh
info,player,Suriname,AK Gokoel
info,player,Suriname,TA Dudnath
info,player,Suriname,V Shaw
info,player,Suriname,K Jaikaran
info,player,Suriname,XSD Smith
info,player,Suriname,T Ramautar
info,player,Suriname,AAH Bhikari
info,registry,people,A Natubhai Ahir,9c91218d
info,registry,people,AAH Bhikari,9dba7a41
info,registry,people,AK Gokoel,2fff8b43
info,registry,people,AM Patel,a09323d8
info,registry,people,Breeze Ahir,da09ca26
info,registry,people,C La Borde,32157f67
info,registry,people,DK Dahyabhai Ahir,ce9ee68f
info,registry,people,G Singh,e93b6c95
info,registry,people,H Grewal,1172f36e
info,registry,people,Irfan Hafejee,244009ae
info,registry,people,K Jaikaran,420431c9
info,registry,people,P Suman Bhai Ahir,af3042f1
info,registry,people,Phil Whitticase,99d5f6fa
info,registry,people,R Shah,3424e050
info,registry,people,RDB Ahir,2f6f44bb
info,registry,people,Sanjay Kumar Ahir,d11e0c76
info,registry,people,Sohel Ebrahim Desai,3ec178e7
info,registry,people,T Ramautar,730025e8
info,registry,people,TA Dudnath,15322a7b
info,registry,people,V Hirlal,3eb2a27b
info,registry,people,V Shaw,e05dd44b
info,registry,people,Vishaul Singh,8d913205
info,registry,people,XSD Smith,f4f892a3
info,registry,people,YI Kachhalia,61650adb
info,registry,people,YP Dayal,990f1424
info,registry,people,Yusuf Ebrahim,2d5c6e88
