match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1450824,2024,2024-09-29,"Maple Leaf North-West Ground, King City",1,0.1,Nepal,Oman,AK Sah,Aasif Sheikh,Kaleemullah,0,0,,,,,,,,,
1450824,2024,2024-09-29,"Maple Leaf North-West Ground, King City",1,0.2,Nepal,Oman,AK Sah,Aasif Sheikh,Kaleemullah,0,0,,,,,,,,,
1450824,2024,2024-09-29,"Maple Leaf North-West Ground, King City",1,0.3,Nepal,Oman,AK Sah,Aasif Sheikh,Kaleemullah,0,0,,,,,,,,,
1450824,2024,2024-09-29,"Maple Leaf North-West Ground, King City",1,0.4,Nepal,Oman,AK Sah,Aasif Sheikh,Kaleemullah,0,0,,,,,,,,,
1450824,2024,2024-09-29,"Maple Leaf North-West Ground, King City",1,0.5,Nepal,Oman,AK Sah,Aasif Sheikh,Kaleemullah,0,0,,,,,,,,,
1450824,2024,2024-09-29,"Maple Leaf North-West Ground, King City",1,0.6,Nepal,Oman,AK Sah,Aasif Sheikh,Kaleemullah,4,0,,,,,,,,,
1450824,2024,2024-09-29,"Maple Leaf North-West Ground, King City",1,1.1,Nepal,Oman,Aasif Sheikh,AK Sah,Shakeel Ahmed,0,0,,,,,,,,,
1450824,2024,2024-09-29,"Maple Leaf North-West Ground, King City",1,1.2,Nepal,Oman,Aasif Sheikh,AK Sah,Shakeel Ahmed,0,0,,,,,,,,,
1450824,2024,2024-09-29,"Maple Leaf North-West Ground, King City",1,1.3,Nepal,Oman,Aasif Sheikh,AK Sah,Shakeel Ahmed,1,0,,,,,,,,,
1450824,2024,2024-09-29,"Maple Leaf North-West Ground, King City",1,1.4,Nepal,Oman,AK Sah,Aasif Sheikh,Shakeel Ahmed,1,0,,,,,,,,,
1450824,2024,2024-09-29,"Maple Leaf North-West Ground, King City",1,1.5,Nepal,Oman,Aasif Sheikh,AK Sah,Shakeel Ahmed,4,0,,,,,,,,,
1450824,2024,2024-09-29,"Maple Leaf North-West Ground, King City",1,1.6,Nepal,Oman,Aasif Sheikh,AK Sah,Shakeel Ahmed,0,0,,,,,,,,,
1450824,2024,2024-09-29,"Maple Leaf North-West Ground, King City",1,2.1,Nepal,Oman,AK Sah,Aasif Sheikh,Kaleemullah,0,0,,,,,,,,,
1450824,2024,2024-09-29,"Maple Leaf North-West Ground, King City",1,2.2,Nepal,Oman,AK Sah,Aasif Sheikh,Kaleemullah,6,0,,,,,,,,,
1450824,2024,2024-09-29,"Maple Leaf North-West Ground, King City",1,2.3,Nepal,Oman,AK Sah,Aasif Sheikh,Kaleemullah,2,0,,,,,,,,,
1450824,2024,2024-09-29,"Maple Leaf North-West Ground, King City",1,2.4,Nepal,Oman,AK Sah,Aasif Sheikh,Kaleemullah,0,0,,,,,,,,,
1450824,2024,2024-09-29,"Maple Leaf North-West Ground, King City",1,2.5,Nepal,Oman,AK Sah,Aasif Sheikh,Kaleemullah,1,0,,,,,,,,,
1450824,2024,2024-09-29,"Maple Leaf North-West Ground, King City",1,2.6,Nepal,Oman,Aasif Sheikh,AK Sah,Kaleemullah,0,0,,,,,,,,,
1450824,2024,2024-09-29,"Maple Leaf North-West Ground, King City",1,3.1,Nepal,Oman,AK Sah,Aasif Sheikh,Shakeel Ahmed,2,0,,,,,,,,,
1450824,2024,2024-09-29,"Maple Leaf North-West Ground, King City",1,3.2,Nepal,Oman,AK Sah,Aasif Sheikh,Shakeel Ahmed,1,0,,,,,,,,,
1450824,2024,2024-09-29,"Maple Leaf North-West Ground, King City",1,3.3,Nepal,Oman,Aasif Sheikh,AK Sah,Shakeel Ahmed,0,0,,,,,,,,,
1450824,2024,2024-09-29,"Maple Leaf North-West Ground, King City",1,3.4,Nepal,Oman,Aasif Sheikh,AK Sah,Shakeel Ahmed,0,0,,,,,,,,,
1450824,2024,2024-09-29,"Maple Leaf North-West Ground, King City",1,3.5,Nepal,Oman,Aasif Sheikh,AK Sah,Shakeel Ahmed,0,0,,,,,,,,,
1450824,2024,2024-09-29,"Maple Leaf North-West Ground, King City",1,3.6,Nepal,Oman,Aasif Sheikh,AK Sah,Shakeel Ahmed,6,0,,,,,,,,,
1450824,2024,2024-09-29,"Maple Leaf North-West Ground, King City",1,4.1,Nepal,Oman,AK Sah,Aasif Sheikh,Fayyaz Butt,2,0,,,,,,,,,
1450824,2024,2024-09-29,"Maple Leaf North-West Ground, King City",1,4.2,Nepal,Oman,AK Sah,Aasif Sheikh,Fayyaz Butt,0,0,,,,,,,,,
